No.;PN Title;Content;Sector;Customer;Focus;Services;Technology;Application;Tools;Published;Presentation;Author;Name;Project;Modified By;Modified;Item Type;Path
471;Starthilfe fÅr optimales Requirements Engineering;ZÅhlke unterstÅtzt Swiss Life beim Aufbau von methodischem Know-how im Business Requirements Engineering. Der Kunde profitiert von einer qualitativ hochwertigen Ausbildung nach einem international anerkannten Lehrplan.;Insurance;SwissLife;Software Solutions;"Consulting;#_ Team Training";;;;17.12.2009;;sle;pn_471_d_requirements-engineering_kurs_zrh.pdf;6319, 3799;Martin, Elisabeth;23.07.2010 12:34;Item;services/bd/pn/Project Notes published
470;GÅter auf die Schiene - einfach und schnell geplant;Eine neue Anwendung unterstÅtzt Angestellte der SBB Cargo bei der Planung des GÅterverkehrs. ZÅhlke wirkt bei der Realisierung einer Applikation mit, die  AblÑufe automatisiert und eine innovative OberflÑche aufweist.;Transportation & Logistics;SBB;Software Solutions;"Development;#_ Software solutions;#__ Development support";Java EE;"Enterprise Resource Planning;#Rich Client Application";"CruiseControl;#IBM Websphere;#Java EE;#J2EE;#Oracle;#SessionBeans";14.03.2008;;dma;pn_470_d_gueterverkehrsloesung_zrh.pdf;;Martin, Elisabeth;23.07.2010 12:34;Item;services/bd/pn/Project Notes published
468;Neue Ideen aus allen Rohren;FÅr die nÑchste Produktgeneration sucht ein Industrieunternehmen kreative Ideen au·erhalb gewachsener Denkschemata. In einer von ZÅhlke geleiteten Innovationsphase werden gemeinsam Impulse fÅr neue Produkte entwickelt.;Energy & Water;Georg Fischer Piping Systems;"Product Innovation;#Management Consulting";"Consulting;#__ Platform & Module strategies;#_ Methodology;#__ Innovation technology";;Innovation Management;;15.01.2008;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_468_d_master.ppt;weu/wgm;pn_468_d_kreativitaetsworkshop_zrh.pdf;P.2206;Martin, Elisabeth;23.07.2010 12:38;Item;services/bd/pn/Project Notes published
467;Bessere Finanzinformationen mit neuer Softwarelîsung;Der Kunde ersetzt eine Financial-Messaging-Anwendung, um schneller und doch weiterhin fehlerfrei zu reagieren. Der ZÅhlke Ansatz der ausfÅhrbaren Spezifikationen durch automatisiertes Testen hilft ihm, beide Ziele zu erreichen.;Banking & Financial services;M & G;Software Solutions;"Consulting;#_ Methodology;#__ Requirements Engineering";Java EE;Electronic Payments;"BEAWebLogic;#Java EE;#JDBC;#MS Excel;#Oracle;#MQ; Fit";29.01.2008;;kbr;pn_467_d_finanzinformationen_zrh.pdf;8062;Martin, Elisabeth;23.07.2010 12:39;Item;services/bd/pn/Project Notes published
466;Schneller zu gutem Kaffee mit neuer Software;Die Software einer neuen Generation von Kaffeeautomaten wird innerhalb von sechs Monaten optimiert. ZÅhlke schult das Entwicklerteam, um die QualitÑt der Software und des Entwicklungsprozesses sicherzustellen.;Devices & Apparatus;Thermoplan;Software Solutions;"Consulting;#_ Methodology;#__ Software Development Process;#Development;#_ Software solutions";Real-Time and Embedded Software;"Embedded Systems;#Machine Control Systems";"Patterns;#UML";26.10.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_466_d_master .ppt;rup;pn_466_d_kaffeemaschinensoftware_zrh.pdf;3730;Martin, Elisabeth;23.07.2010 12:40;Item;services/bd/pn/Project Notes published
465;Agile Softwareentwicklung fÅr Fondsmanager;ZÅhlke optimiert die Leistungen eines gro·en Fondsmanagers durch ma·geschneiderte Schulungen, Coaching und Mentoring. Der Entwicklungszyklus ist kÅrzer, die QualitÑt besser und das Projektmanagement effektiver.;Banking & Financial services;M & G;Software Solutions;"Consulting;#__ Organisation development;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture;#_ Methodology;#__ Innovation technology;#__ Software Development Process;#__ Project management";;"Electronic Payments;#Information Systems;#Innovation Management;#Information Management";"Patterns;#Extreme Programming; Scrum; Retrospectives; Broadband Delphi";29.01.2008;;kbr;pn_465_d_agile_enablement_zrh.pdf;"8061;8085;8086";Martin, Elisabeth;23.07.2010 12:41;Item;services/bd/pn/Project Notes published
464;Testmanagement fÅr eine Versicherungssoftware;Eine neue Versicherungssoftware soll die bisherige Lîsung eines Rentenversicherers ersetzen. ZÅhlke koordiniert die Freigabetests und begleitet die Fachbereichsteams durch den gesamten Test- und Change Management-Prozess.;Insurance;BVK;Software Solutions;"Consulting;#_ Methodology;#__ Software Development Process;#__ Software-Testing";;;"Oracle;#Java Swing; V-Modell; RationalClearQuest; MS Access";15.02.2008;;myp;pn_464_d_freigabetests _zrh.pdf;;Martin, Elisabeth;23.07.2010 12:41;Item;services/bd/pn/Project Notes published
462;Produktauswahl fÅr einen Enterprise Service Bus (ESB);FÅr die SOA-Infrastruktur in einer Bank wird ein Enterprise Service Bus ausgewÑhlt. ZÅhlke unterstÅtzt die Produktentscheidung durch neutrale Begutachtung der fÅhrenden Anbieter und einen intensiven Proof-of-Concept.;Banking & Financial services;DZ Bank;Software Solutions;"Integration;#_ Service-oriented Architectures";Web Services;Information Systems;"J2SE;#JMS;#SOAP;#Apache Axis; Apache Axis 2; JBos; IBM WebSphere MQ; Sun Solaris";07.07.2008;;kal;pn_462_d_esb_auswahl_bank_zrh.pdf;5074;Martin, Elisabeth;23.07.2010 12:42;Item;services/bd/pn/Project Notes published
461;Open-Source Prototyp fÅr eine SOA-Plattform;FÅr eine SOA-Plattform wird ein Prototyp aus Open-Source-Komponenten entwickelt. Dieser Prototyp wird genutzt, um die Anforderungen an die Plattform zu validieren und die technische Machbarkeit sicherzustellen.;Banking & Financial services;DZ Bank;Software Solutions;"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Integration;#_ Service-oriented Architectures";Web Services;Information Systems;"Eclipse;#J2SE;#JMS;#SOAP;#XML;#Apache ServiceMix; IBM WebSphere MQ; Apache Axis; Solaris";07.07.2008;;kal;pn_461_d_opensource_prototyp_zrh.pdf;5074;Martin, Elisabeth;23.07.2010 12:43;Item;services/bd/pn/Project Notes published
460;Service-orientiertes Personaldaten- Management;Die IWB wollen mit einer Service-orientierten Integrationslîsung die Personalverwaltung optimieren. ZÅhlke Åbernimmt die Projektleitung, implementiert die Integrationslîsung und bildet die IWB Projektmitarbeiter aus.;Energy & Water;IWB;Software Solutions;"Consulting;#_ Methodology;#__ Project management;#Integration;#_ Business Process Management;#_ Service-oriented Architectures";".NET;#BizTalk;#Web Services";Information Systems;"C#;#MS SQL;#SAP;#UML;#Windows;#XML;#Axapta; Windows Share Point Services";24.07.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_460_d_master.ppt;sab;pn_460_d_soa_personalverwaltung_zrh.pdf;3710;Martin, Elisabeth;23.07.2010 12:44;Item;services/bd/pn/Project Notes published
459;Internetlîsung senkt Kosten fÅr Umweltdaten-Erhebung;Mobile und fest installierte Messstationen sammeln eine Vielzahl von Umweltdaten der Schweiz. ZÅhlke entwickelt eine neue, skalierbare Datenerfassung, die einfach zu bedienen ist und die Daten via Web Service in einer Datenbank ablegt.;Public Sector;inNet;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";".NET;#Real-Time and Embedded Software;#Web Services";"Information Systems;#Rich Internet Applications;#Embedded Systems;#Control Systems;#Sensors/Signal Processing;#Agile Methoden";"ADO;#ASP .NET;#C#;#HTML;#MS .NET Framework;#ADO.NET; Ajax";26.10.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_459_d_master .ppt;hop;pn_459_d_umweltmonitoring_zrh.pdf;3728;Martin, Elisabeth;23.07.2010 12:45;Item;services/bd/pn/Project Notes published
458;Schnelle MarkteinfÅhrung mit externem Produktmanager;"Der Kunde entwirft eine neue Produktlinie und will eine ambitiîse ""time-to-market"" realisieren. ZÅhlke Åbernimmt zentrale Aufgaben im Produktmanagement und ermîglicht eine erfolgreiche Lancierung am Markt.";Transportation & Logistics;Siemens VDO/ Continental;"Product Innovation;#Management Consulting";"Consulting;#__ Platform & Module strategies;#_ Methodology;#__ Project management";;Innovation Management;;01.04.2009;;svd;pn_458_d_projektmanagement_fahrgastinfo_zrh.pdf;2230.01;Martin, Elisabeth;23.07.2010 12:46;Item;services/bd/pn/Project Notes published
457;Mit Software-Plattformen die Entwicklung beschleunigen;"Wo hîchste PrÑzision bei kÅrzesten Entwicklungszeiten gefragt ist, braucht man eine starke Software. Methrom
setzt bei der Ionen-Analytik darum auf eine eigens entwickelte, Åberall einsetzbare Plattformlîsung.";Medical & Laboratory Devices;Metrohm;"Product Innovation;#Management Consulting";"Consulting;#_ Management Consulting;#__ Platform & Module strategies";;"Machine Control Systems;#Innovation Management;#Laboratory software";;23.06.2009;;svd;pn_457_d_sw_plattformen_zrh.pdf;2234.01;Martin, Elisabeth;31.01.2011 15:11;Item;services/bd/pn/Project Notes published
455;Wertschriftentransaktionen komfortabel verarbeitet;"Ein neues System soll die Abrechnungsdaten von Wertschriftentransaktionen verarbeiten. ZÅhlke unterstÅtzt Raiffeisen beim Requirements Engineering, beim Erstellen der Architektur und bei der Entwicklung der Kernapplikation.
";Banking & Financial services;Raiffeisen;Software Solutions;"Consulting;#_ Technology Consulting;#__ Technology Consultation;#Development;#__ Development support";Java EE;Information Systems;"IBM Websphere;#J2EE;#XML";04.09.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_455_d_master.ppt;sbn/jdi;pn_455_d_wertschriftentransaktionen_zrh.pdf;3559;Martin, Elisabeth;27.07.2010 08:26;Item;services/bd/pn/Project Notes published
454;Bessere QualitÑt mit Java EE Anwendungsarchitektur;Bessere QualitÑt mit geringeren Kosten ? dieses ehrgeizige Ziel will Raiffeisen mit einheitlichen Anwendungsarchitekturen erreichen. Mit der UnterstÅtzung von ZÅhlke gelingt dies im ersten Anlauf.;Banking & Financial services;Raiffeisen;Software Solutions;"Consulting;#_ Technology Consulting;#__ Technology Consultation";Java EE;Information Systems;"Eclipse;#IBM Websphere;#J2EE;#XML";04.09.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_454_d_master.ppt;sbn/jdi;pn_454_d_java_ee_architektur_zrh.pdf;3578;Martin, Elisabeth;27.07.2010 08:27;Item;services/bd/pn/Project Notes published
453;Moderne Java EE Lîsung fÅr das Rentenmanagement;Eine Java EE basierte Lîsung soll die umfangreiche Host-Applikation fÅr das Rentenmanagement der Suva ersetzen. ZÅhlke unterstÅtzt den Kunden bei der Entwicklung der Kernapplikation durch Teamleitung und Java-Entwicklung.;Insurance;suva;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support;#__ Project management";"Java EE;#Web Services";Information Systems;"BEAWebLogic;#Eclipse;#Java EE;#J2EE;#JDBC;#Rational Rose;#RUP;#SAP;#SessionBeans;#UML;#EntityBeans; DB2";23.10.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_453_d_master .ppt;pd/jdi;pn_453_d_versicherungsapplikation_zrh.pdf;3519;Martin, Elisabeth;27.07.2010 08:27;Item;services/bd/pn/Project Notes published
452;Datenmigration ? SchlÅssel zur Host-Ablîsung;Der Aufwand fÅr eine Datenmigration beim Ersetzen von veralteten Applikationen wird oft unterschÑtzt. Dank der Erfahrung und dem Einsatz von ZÅhlke stehen die umfangreichen Daten rechtzeitig fÅr die neue Applikation bereit.;Insurance;suva;Software Solutions;"Development;#_ Software solutions;#__ Development support";Java EE;"Information Systems;#Migration";Data Junction;22.01.2008;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_452_d_master .ppt;pd/jdi;pn_452_d_datenmigration_zrh.pdf;3519;Martin, Elisabeth;27.07.2010 08:28;Item;services/bd/pn/Project Notes published
451;GMP-konformes Testsystem fÅr neue Brustpumpe;"Basierend auf einem HandprÅfplatz fÅr den Endtest einer Brustpumpe entwickelt ZÅhlke ein neues Testsystem. Es bietet einen automatischen Testablauf, paralleles PrÅfen zweier Pumpen, mehr Durchsatz und grî·ere Testtiefe.
 ";Medical & Laboratory Devices;Medela;Product Innovation;"Consulting;#_ Methodology;#__ Testing;#Development;#_ Product innovation;#__ Test Engineering";LabVIEW;"Control Systems;#Machine Control Systems";LabVIEW;11.05.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_451_d_master.ppt;fgt/fit;pn_451_d_testsystem_brustpumpe_zrh.pdf;1758;Martin, Elisabeth;27.07.2010 08:28;Item;services/bd/pn/Project Notes published
450;Architekturmanagement fÅr Kundencenter-Software;Mit einer toolunterstÅtzten Architekturanalyse und anschlie·endem Refactoring unterstÅtzt ZÅhlke die Anpassung einer Internet-Applikation. Der Kunde profitiert von einem markanten Wettbewerbsvorteil im dynamischen Markt.;Telecommunications;Swisscom;Software Solutions;"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support";J2EE;"Information Systems;#Rich Internet Applications";"Eclipse;#HTML;#Java EE;#Java Script;#JSP;#SessionBeans;#SOAP;#Struts;#UML;#Sotograph; Tomcat; JBoss; Ant";14.05.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_450_d_master.ppt;fbo;pn_450_d_kundencenter_sw_zrh.pdf;3564.27;Martin, Elisabeth;27.07.2010 08:29;Item;services/bd/pn/Project Notes published
448;Heizkosten im Griff;Ein mobiles GerÑt beschleunigt und vereinfacht den gesamten Prozess rund um die Heizkostenabrechnung. FÅr die neue Software setzt ZÅhlke die hohen Anforderungen an sichere DatenÅbertragung und effiziente Nutzbarkeit um.;Energy & Water;Ista;Software Solutions;"Development;#_ Software solutions;#__ Development support";"Windows CE;#Model-Based Design";Mobile Computing;"C#;#C++;#MS .NET Framework;#MS SQL;#Rhapsody";03.09.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_448_d_master.ppt;rth;pn_448_d_Heizkosten _zrh.pdf;5072.03;Martin, Elisabeth;27.07.2010 08:29;Item;services/bd/pn/Project Notes published
447;SOA-Evolution einer Softwarelîsung fÅr die Produktion;Ein Softwareanbieter konsolidiert seine bestehenden, erfolgreichen Produkte und stellt diese Åber mehrere Jahre schrittweise um, indem neue Technologien und service-orientierte AnsÑtze zum Tragen kommen.;Automotive;IBS;Software Solutions;"Consulting;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture;#Development;#_ Software solutions;#__ Development support;#Integration;#_ Service-oriented Architectures";".NET;#BizTalk";"Information Systems;#Rich Internet Applications;#Information Management";"ADO;#C#;#MS .NET Framework";21.07.2008;;sgr;pn_447_d_soa_evolution _zrh.pdf;;Martin, Elisabeth;27.07.2010 08:30;Item;services/bd/pn/Project Notes published
446;Produktionstestsystem fÅr ein teilimplantierbares HîrgerÑt;ZÅhlke entwickelt und realisiert ein TestgerÑt zum PrÅfen der Elektronik eines teilimplantierbaren HîrgerÑtes. Der Kunde profitiert von der multidisziplinÑren Entwicklungsumgebung und erhÑlt das System aus einer Hand.;Medical & Laboratory Devices;Cochlear Acoustics;Product Innovation;"Consulting;#_ Methodology;#__ Product Development Process;#Development;#_ Product innovation;#__ Test Engineering";LabVIEW;Sensors/Signal Processing;"LabVIEW;#PorE; Orcad";20.02.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_446_d_master.ppt;kr;pn_446_d_test_hoergeraet_zrh.pdf;p1666;Martin, Elisabeth;27.07.2010 08:31;Item;services/bd/pn/Project Notes published
444;Design-Review fÅr die Elektronik eines MessgerÑtes;Ein Hersteller im Bereich Medizintechnik entwickelt neue MessgerÑte zur Blutzuckerbestimmung. ZÅhlke unterzieht die Elektronik einem Design-Review und macht OptimierungsvorschlÑge fÅr einige Details.;Medical & Laboratory Devices;Roche Diagnostics;Product Innovation;"Development;#_ Product innovation;#__ Simulation & Calculation";;;MathCad;26.02.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_444_d_master.ppt;sp;pn_444_d_review_elektronik_zrh.pdf;1537;Martin, Elisabeth;27.07.2010 08:32;Item;services/bd/pn/Project Notes published
443;Design-Review fÅr Miniatur-Fotometer;ZÅhlke Experten fÅhren bei Abschluss wichtiger Entwicklungsphasen einen Design-Review durch. Dies gibt dem Hersteller im Medizinbereich Sicherheit fÅr eine spÑtere einwandfreie Funktion seiner Gro·serienprodukte im Markt.;Medical & Laboratory Devices;Roche Diagnostics;Product Innovation;"Development;#_ Product innovation;#__ Simulation & Calculation";Optics;Sensors/Signal Processing;OptiCad;26.02.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_443_d_master.ppt;sp;pn_443_d_review_fotometer_zrh.pdf;1491;Martin, Elisabeth;27.07.2010 08:32;Item;services/bd/pn/Project Notes published
442;Design-Review einer Stechhilfe fÅr Diabetiker;Je grî·er die StÅckzahl, desto wichtiger ist eine fehlerfreie optimale Konstruktion. Mit einem Design-Review prÅft ZÅhlke die Sicherheit der Fertigung und verbessert die Nutzungseigenschaften eines Medizinprodukts erheblich.;Medical & Laboratory Devices;Roche Diagnostics;Product Innovation;"Development;#_ Product innovation;#__ Product development";Plastics Technology;;"MS Excel;#Visual Studio .NET;#Pro/Mechanica (FEM); MTM-UAS; MTM-Prokon";26.02.2007;https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_442_d_master.ppt;sp;pn_442_d_review_stechhilfe_zrh.pdf;1541;Martin, Elisabeth;27.07.2010 08:32;Item;services/bd/pn/Project Notes published
